orf_name	GenBank_accession	orf_space	in_db_space	in_ad_space
YGL041C-B		III	1	1
YGL040C	AY692744	II	1	1
YGL039W	AY692765	II	1	1
YGL038C	AY692749	II	1	1
YGL037C	AY558481	II	0	1
YGL036W	EF058418	II	1	1
YGL035C	AY693159	II	1	0
YGL034C	AY558482	II	1	1
YGL033W		III	1	0
YGL032C	EF059291	II	1	1
YGL031C		III	1	1
YGL030W		III	1	1
YGL029W	AY558480	II	1	1
YGL028C	EF059176	II	1	1
YGL027C	DQ331993	II	1	1
YGL026C	DQ331977	II	1	1
YGL025C	AY692967	II	0	1
YGL023C	AY692918	II	1	1
YGL022W	EF059017	II	1	1
YGL021W	EF059010	II	1	1
YGL020C	DQ332901	II	1	1
YGL019W		III	1	1
YGL018C	AY558479	II	1	1
YGL017W	DQ331698	II	1	1
YGL016W	DQ331568	II	1	1
YGL015C	EF058471	II	0	1
YGL014W		III	1	1
YGL013C		III	1	1
YGL012W	AY693205	II	1	1
YGL011C	DQ332613	II	1	1
YGL010W	DQ331143	II	1	1
YGL009C		III	1	1
YGL008C	DQ332513	II	1	1
YGL007C-A	EF058685	II	1	1
YGL007W	AY693239	II	1	1
YGL006W-A	EF058721	II	1	1
YGL006W		III	0	0
YGL005C	AY693131	II	1	1
YGL004C	AY692599	II	1	1
YGL003C	AY693078	II	1	1
YGL002W	AY693075	II	1	1
YGL001C	AY693026	II	1	1
YGR001C		III	1	1
YGR002C	AY692656	II	1	1
YGR003W	DQ331718	II	1	1
YGR004W	EF058547	II	1	1
YGR005C	AY692871	II	1	1
YGR006W	DQ331861	II	1	1
YGR007W	AY557830	II	1	1
YGR008C	AY558270	II	1	1
YGR009C	EF059059	II	1	1
YGR010W	EF059448	II	1	1
YGR012W	DQ331231	II	1	1
YGR013W	EF058827	II	1	1
YGR014W	DQ332847	II	0	1
YGR015C		II	1	1
YGR016W	EF058530	II	1	1
YGR017W	DQ331288	II	1	1
YGR018C		III	1	1
YGR019W	AY692904	II	1	1
YGR020C	DQ331684	II	1	1
YGR021W	DQ332800	II	0	1
YGR023W		III	1	1
YGR024C	AY558269	II	1	1
YGR025W	AY557769	II	1	1
YGR026W	EF058627	II	1	1
YGR027C	EF059160	II	1	1
YGR028W	AY557772	II	0	1
YGR029W		III	1	1
YGR030C	AY558324	II	1	1
YGR031W	AY557770	II	1	1
YGR031C-A		III	1	1
YGR032W		III	0	1
YGR033C	DQ331049	II	1	1
YGR034W		III	1	1
YGR035C	AY557818	II	1	1
YGR035W-A	EF058680	II	1	1
YGR036C	AY557771	II	1	1
YGR037C	DQ333116	II	1	1
YGR038W	DQ332492	II	1	1
YGR039W	AY558545	II	1	1
YGR040W	AY557773	II	1	1
YGR041W	DQ332460	II	1	1
YGR042W	DQ331187	II	1	1
YGR043C	AY557832	II	0	1
YGR044C		II	0	1
YGR045C	EF058652	II	1	1
YGR046W	EF058469	II	1	1
YGR047C	EF058850	II	1	1
YGR048W	AY692806	II	1	1
YGR049W	DQ331704	II	1	1
YGR050C		III	1	1
YGR052W	DQ331324	II	1	1
YGR053C	AY557823	II	0	1
YGR054W	EF058588	II	1	1
YGR055W	EF059035	II	1	1
YGR056W	EF059094	II	1	1
YGR057C	DQ331964	II	1	1
YGR058W	EF058642	II	1	1
YGR059W	DQ332120	II	1	1
YGR060W	AY557827	II	1	1
YGR061C		III	1	1
YGR062C	DQ332136	II	1	1
YGR063C	AY693090	II	1	1
YGR065C	EF059185	II	1	1
YGR066C	AY692618	II	1	1
YGR067C		III	1	1
YGR068C	EF058417	II	1	1
YGR070W	DQ332640	II	1	1
YGR071C		II	1	1
YGR072W	AY692750	II	1	1
YGR074W	AY692847	II	1	1
YGR075C	AY558507	II	1	1
YGR076C	EF059260	II	1	1
YGR077C	DQ332266	II	0	1
YGR078C	AY557774	II	1	1
YGR079W	DQ331137	II	1	1
YGR080W	DQ332195	II	1	1
YGR081C	DQ332201	II	1	1
YGR082W	AY557775	II	1	1
YGR083C	DQ333102	II	1	1
YGR084C	EF059342	II	1	1
YGR085C	DQ333002	II	1	1
YGR086C	EF058316	II	1	1
YGR087C	EF059148	II	1	1
YGR088W	DQ332192	II	1	1
YGR089W	EF058359	II	1	1
YGR091W	AY723814	II	1	1
YGR092W	DQ332114	II	1	1
YGR093W	DQ331061	II	1	1
YGR094W		III	0	0
YGR095C	DQ332294	II	1	1
YGR096W	AY693109	II	1	1
YGR097W	DQ332582	II	1	1
YGR098C		III	0	1
YGR099W	EF059451	II	1	1
YGR100W		III	0	1
YGR101W	DQ331925	II	1	1
YGR102C	AY558325	II	1	1
YGR103W	AY693015	II	1	1
YGR104C	AY693017	II	1	1
YGR105W	AY557816	II	1	1
YGR106C	EF058330	II	1	1
YGR108W		III	1	1
YGR109C	AY693095	II	1	1
YGR110W	AY692593	II	1	1
YGR111W	DQ331126	II	1	1
YGR112W		III	1	0
YGR113W	DQ332444	II	1	1
YGR116W	DQ332626	II	1	1
YGR117C		III	1	1
YGR118W		III	1	1
YGR119C	AY723815	II	1	1
YGR120C	DQ331537	II	0	1
YGR121C		III	0	1
YGR121W-A	EF058744	II	1	1
YGR122W	DQ331286	II	1	1
YGR123C	AY558095	II	1	1
YGR124W	AY692858	II	1	1
YGR125W	DQ331325	II	1	1
YGR126W	AY557777	II	1	1
YGR127W	DQ331333	II	1	1
YGR128C	DQ331859	II	1	1
YGR129W	AY558326	II	1	1
YGR130C	DQ331358	II	1	1
YGR131W	EF058624	II	1	1
YGR132C	AY558096	II	0	1
YGR133W	AY557776	II	1	1
YGR134W		II	1	1
YGR135W	DQ332145	II	1	1
YGR136W	DQ332288	II	0	1
YGR138C	EF059186	II	1	1
YGR140W	AY723816	II	0	1
YGR141W	DQ332511	II	1	1
YGR142W	DQ332532	II	1	1
YGR143W	DQ332641	II	1	1
YGR144W	EF058751	II	1	1
YGR145W	DQ331208	II	1	1
YGR146C	EF058529	II	0	1
YGR146C-A		III	1	1
YGR147C	DQ331675	II	1	1
YGR148C	AY557819	II	1	1
YGR149W	DQ331090	II	1	1
YGR150C		III	1	1
YGR152C		II	1	1
YGR153W	DQ331073	II	0	1
YGR154C	DQ331075	II	1	1
YGR155W	DQ332384	II	1	1
YGR156W	AY557841	II	1	1
YGR157W	EF059345	II	0	1
YGR158C	DQ332016	II	1	1
YGR159C		II	0	1
YGR161C	DQ331363	II	1	1
YGR161W-C		III	1	1
YGR162W	AY692973	II	1	1
YGR163W	EF059105	II	1	1
YGR165W	AY723817	II	1	1
YGR166W	DQ332141	II	1	1
YGR167W	AY558272	II	1	1
YGR168C	DQ331102	II	1	1
YGR169C	EF059305	II	1	1
YGR169C-A	DQ331419	II	0	1
YGR170W	DQ332311	II	1	1
YGR171C	EF059182	II	1	1
YGR172C	DQ332456	II	1	1
YGR173W	DQ331147	II	1	1
YGR174C	AY693162	II	1	1
YGR174W-A		III	1	0
YGR175C	DQ333143	II	1	1
YGR177C	AY723818	II	1	1
YGR178C	DQ331461	II	1	1
YGR179C	AY557837	II	1	1
YGR180C	AY723819	II	1	1
YGR181W	AY558508	II	1	1
YGR183C		III	1	1
YGR184C		III	0	1
YGR185C	EF058932	II	1	1
YGR186W	EF058949	II	1	1
YGR187C	EF058952	II	1	1
YGR188C	EF058968	II	1	1
YGR189C	DQ331860	II	1	1
YGR191W	DQ332962	II	1	1
YGR192C	AY557831	II	0	1
YGR193C	AY692983	II	1	1
YGR194C		III	1	1
YGR195W	AY558509	II	1	1
YGR196C		II	1	1
YGR197C	DQ332152	II	1	1
YGR198W		III	1	1
YGR199W	DQ333089	II	1	1
YGR200C	AY558100	II	1	1
YGR201C	EF058558	II	1	1
YGR202C	AY557840	II	1	1
YGR203W	AY558510	II	1	1
YGR204W	AY692966	II	1	1
YGR204C-A	DQ331436	II	1	1
YGR205W	AY558273	II	1	1
YGR206W	AY692570	II	1	1
YGR207C	AY558378	II	1	1
YGR208W	DQ332147	II	1	1
YGR210C	DQ331074	II	1	1
YGR211W	DQ332219	II	0	1
YGR212W		II	1	1
YGR213C	AY693143	II	1	1
YGR214W		III	1	1
YGR215W	AY558379	II	1	1
YGR216C	DQ332547	II	1	1
YGR217W		III	0	0
YGR218W	DQ331451	II	0	1
YGR220C	AY558274	II	1	1
YGR221C		III	1	1
YGR222W	EF059140	II	1	1
YGR223C	DQ332718	II	1	1
YGR223C		II	1	1
YGR224W	EF059215	II	1	1
YGR225W	DQ333036	II	1	1
YGR227W		III	1	0
YGR229C	AY723820	II	1	1
YGR230W	AY558380	II	1	1
YGR231C		III	0	1
YGR232W	AY558275	II	1	1
YGR233C	DQ331934	II	1	1
YGR234W	AY692964	II	1	1
YGR235C	AY558276	II	1	1
YGR236C		III	1	1
YGR237C	DQ331046	II	1	1
YGR238C	AY693035	II	1	1
YGR239C	AY558277	II	1	1
YGR240C	DQ332246	II	1	1
YGR240C-A	EF058743	II	1	1
YGR241C		III	1	1
YGR243W	AY558546	II	1	1
YGR244C	DQ332332	II	1	1
YGR245C		III	1	1
YGR246C	DQ332489	II	1	1
YGR247W	AY558381	II	1	1
YGR248W	DQ332636	II	1	1
YGR249W	EF059499	II	1	1
YGR250C	DQ331191	II	1	1
YGR251W	DQ331201	II	1	1
YGR252W	AY693215	II	1	1
YGR253C	AY558511	II	0	1
YGR254W	DQ331545	II	1	1
YGR255C	EF058856	II	1	1
YGR256W	AY692811	II	1	1
YGR257C	DQ332869	II	1	1
YGR258C	AY692857	II	1	1
YGR260W	DQ332906	II	1	1
YGR261C	EF058947	II	1	1
YGR262C	AY558547	II	1	1
YGR263C	EF058584	II	1	1
YGR264C	DQ332958	II	1	1
YGR266W	EF058637	II	1	1
YGR267C	AY692993	II	1	1
YGR268C	AY558512	II	1	1
YGR270W	EF059198	II	1	1
YGR271W	EF059202	II	1	1
YGR271C-A	AY558513	II	1	1
YGR271C-A	DQ331261	II	1	1
YGR273C	AY692577	II	1	1
YGR274C	EF059301	II	0	1
YGR275W	AY558382	II	1	1
YGR276C	EF059321	II	1	1
YGR277C	AY692609	II	1	1
YGR278W	DQ332548	II	1	1
YGR279C	DQ333148	II	1	1
YGR280C	AY558384	II	0	1
YGR281W		III	0	1
YGR282C	AY558101	II	1	1
YGR283C	DQ331225	II	1	1
YGR284C	AY557829	II	1	1
YGR285C	AY692823	II	1	1
YGR286C	DQ331627	II	1	1
YGR287C	DQ332781	II	1	1
YGR288W	DQ332920	II	1	1
YGR289C		II	1	1
YGR292W	DQ332515	II	1	1
YGR294W	DQ332758	II	0	1
YGR295C		III	1	1
YGR296W		III	0	0
YHL050C		III	0	0
YHL049C	EF058459	II	1	1
YHL048C-A	DQ331434	II	1	1
YHL048W	DQ331485	II	1	1
YHL047C		III	1	1
YHL044W	DQ331169	II	1	1
YHL043W		III	1	1
YHL042W	AY558386	II	1	1
YHL041W	AY558387	II	1	1
YHL040C	EF059172	II	1	1
YHL039W	DQ332743	II	0	1
YHL038C	DQ333041	II	1	1
YHL037C		III	1	1
YHL036W		II	1	1
YHL035C		III	0	1
YHL034C	EF059145	II	1	1
YHL033C	EF059137	II	1	1
YHL032C	EF059344	II	1	1
YHL031C	EF059337	II	1	1
YHL030W		III	1	1
YHL029C	EF058401	II	1	1
YHL028W	EF059373	II	1	1
YHL027W	AY693138	II	1	1
YHL026C	AY558104	II	1	1
YHL025W	EF059288	II	0	1
YHL024W	AY558114	II	1	1
YHL024W	DQ332270	II	1	1
YHL023C	EF059257	II	1	1
YHL022C	AY557836	II	0	1
YHL021C	DQ332784	II	1	1
YHL020C	AY558103	II	1	1
YHL019C	DQ332836	II	0	1
YHL018W	AY558391	II	1	1
YHL017W		III	0	1
YHL016C	AY693170	II	1	1
YHL015W-A		III	1	1
YHL015W	EF059411	II	1	1
YHL014C	DQ333136	II	1	1
YHL013C	AY692608	II	1	1
YHL012W	DQ331112	II	0	1
YHL011C	AY693094	II	0	1
YHL010C	AY558115	II	1	1
YHL009C	DQ332151	II	0	1
YHL008C	AY558102	II	1	1
YHL007C	DQ332121	II	1	1
YHL006C	EF058643	II	1	1
YHL004W	AY558385	II	1	1
YHL005C		III	1	1
YHL003C	AY558514	II	1	1
YHL002W	DQ331862	II	0	1
YHL001W		III	1	1
YHR001W	AY692903	II	0	1
YHR001W-A	DQ332100	II	1	1
YHR002W	DQ331911	II	1	1
YHR003C	DQ331355	II	1	1
YHR004C	AY692950	II	1	1
YHR005C	AY692963	II	1	1
YHR005C-A	EF059088	II	0	1
YHR006W	AY723821	II	1	1
YHR007C	EF059165	II	1	1
YHR007C-A	DQ331437	II	1	1
YHR008C	AY557821	II	1	1
YHR009C	EF058364	II	1	1
YHR010W	EF059157	II	1	1
YHR011W	AY558105	II	1	1
YHR012W		III	1	1
YHR013C	AY557822	II	0	1
YHR014W	AY557825	II	0	1
YHR015W	DQ333112	II	1	1
YHR016C	DQ333115	II	0	1
YHR017W	AY557835	II	1	1
YHR018C	AY693155	II	1	1
YHR019C	EF059467	II	1	1
YHR020W	EF058392	II	1	1
YHR021C		III	1	1
YHR021W-A	DQ331164	II	1	1
YHR022C	AY558515	II	1	1
YHR022C-A	EF058691	II	1	1
YHR023W		III	0	1
YHR024C	EF059497	II	1	1
YHR025W	DQ331527	II	1	1
YHR026W	AY692797	II	0	1
YHR027C	DQ331560	II	1	1
YHR028C	AY723822	II	1	1
YHR029C	AY557826	II	1	1
YHR030C	EF058927	II	1	1
YHR031C		II	1	1
YHR032W	EF058578	II	1	1
YHR033W	AY723823	II	1	1
YHR034C	EF058590	II	1	1
YHR035W	EF058621	II	1	1
YHR036W	EF058633	II	1	1
YHR037W	DQ331990	II	1	1
YHR038W	DQ332117	II	1	1
YHR039C	EF059180	II	1	1
YHR039C-A	DQ331883	II	1	1
YHR040W	EF059175	II	1	1
YHR041C		III	0	1
YHR042W	AY693091	II	1	1
YHR043C	DQ333072	II	0	1
YHR044C	AY558516	II	1	1
YHR045W	AY558098	II	0	1
YHR046C	DQ332524	II	1	1
YHR047C	DQ332556	II	1	1
YHR048W	EF058443	II	1	1
YHR049W	AY558283	II	1	1
YHR050W	DQ332658	II	0	1
YHR050W-A	DQ331401	II	1	1
YHR051W	AY558278	II	1	1
YHR052W	AY557834	II	1	1
YHR053C	AY558517	II	1	1
YHR054C	AY557883	II	1	1
YHR056C	EF059269	II	0	1
YHR057C	AY558279	II	1	1
YHR058C	DQ332315	II	0	1
YHR059W	AY558280	II	1	1
YHR060W		II	0	1
YHR061C	DQ332377	II	0	1
YHR062C	EF059334	II	1	1
YHR063C	DQ332401	II	1	1
YHR064C	AY693127	II	1	1
YHR065C	EF059141	II	0	1
YHR066W		II	0	1
YHR067W	DQ332187	II	0	1
YHR068W	AY558282	II	1	1
YHR069C	DQ332208	II	1	1
YHR070W	DQ332090	II	1	1
YHR071W	AY558281	II	1	1
YHR072W	AY693043	II	1	1
YHR072W-A	AY558548	II	1	1
YHR073W	DQ332278	II	1	1
YHR074W	EF059297	II	1	1
YHR075C	DQ332333	II	1	1
YHR076W	EF059439	II	1	1
YHR077C		III	0	1
YHR078W	EF058431	II	1	1
YHR079C	DQ332609	II	1	1
YHR079C-A	EF059226	II	1	1
YHR080C	DQ331152	II	1	1
YHR081W	DQ332632	II	1	1
YHR082C	DQ332644	II	1	1
YHR083W	DQ331213	II	1	1
YHR084W	EF058794	II	1	1
YHR085W	DQ331256	II	1	1
YHR086W	DQ331599	II	0	1
YHR086W-A	DQ331410	II	1	1
YHR087W	AY557845	II	1	1
YHR088W	EF058988	II	1	1
YHR089C	AY558284	II	1	1
YHR090C	DQ331586	II	1	1
YHR091C	DQ332898	II	0	1
YHR092C		III	1	1
YHR094C	EF058966	II	1	1
YHR096C	EF059046	II	1	1
YHR097C		III	1	1
YHR098C	DQ331986	II	1	1
YHR099W		III	0	1
YHR100C	AY692650	II	1	1
YHR101C	DQ331677	II	1	1
YHR102W	EF058922	II	1	1
YHR103W	EF058933	II	1	1
YHR104W	DQ331819	II	1	1
YHR105W	AY557854	II	1	1
YHR106W	AY557882	II	1	1
YHR107C	EF059027	II	1	1
YHR108W	DQ331955	II	1	1
YHR109W	AY723824	II	1	1
YHR110W	DQ332984	II	1	1
YHR111W	DQ331971	II	0	1
YHR112C	EF058327	II	1	1
YHR113W	EF058337	II	1	1
YHR114W	AY558108	II	1	1
YHR115C		III	0	1
YHR116W	AY692601	II	1	1
YHR117W	EF059315	II	1	1
YHR118C	DQ332491	II	1	1
YHR119W	DQ332538	II	1	1
YHR120W	DQ332509	II	1	1
YHR121W	AY557853	II	1	1
YHR122W	DQ332759	II	1	1
YHR123W		III	1	1
YHR124W	AY723825	II	1	1
YHR125W		III	1	1
YHR126C	AY692674	II	1	1
YHR127W	AY692678	II	1	1
YHR128W	AY693082	II	0	1
YHR129C	AY693084	II	1	1
YHR130C		III	1	1
YHR131C	DQ331068	II	1	1
YHR132C	EF059224	II	1	1
YHR132W-A	DQ332783	II	1	1
YHR133C	AY558109	II	0	1
YHR134W	EF059332	II	0	1
YHR135C	AY723826	II	1	1
YHR136C	AY693121	II	1	1
YHR137W	DQ332024	II	1	1
YHR138C	AY557846	II	1	1
YHR139C	EF059147	II	1	1
YHR139C-A		III	1	1
YHR140W	AY692727	II	1	1
YHR141C	DQ331962	II	1	1
YHR142W	AY692978	II	1	1
YHR143W	DQ332092	II	1	1
YHR143W-A	AY558549	II	1	1
YHR144C	DQ332106	II	1	1
YHR146W	EF059283	II	1	1
YHR147C	DQ333069	II	0	1
YHR148W	AY558388	II	1	1
YHR149C	AY723827	II	0	1
YHR150W	DQ332442	II	1	1
YHR151C	DQ331138	II	1	1
YHR152W	DQ333133	II	0	1
YHR153C	DQ333138	II	1	1
YHR154W	DQ332633	II	1	1
YHR155W	DQ331379	II	1	1
YHR156C	AY557881	II	1	1
YHR157W	AY558285	II	1	1
YHR158C	AY692803	II	1	1
YHR159W	DQ331267	II	1	1
YHR160C	DQ332829	II	0	1
YHR161C	EF058854	II	0	1
YHR162W	AY558303	II	1	1
YHR163W		III	1	1
YHR164C	DQ331712	II	1	1
YHR165C		III	0	0
YHR166C	DQ331736	II	1	1
YHR167W		III	1	1
YHR168W	DQ331338	II	1	1
YHR169W	EF059053	II	1	1
YHR170W		III	0	1
YHR171W	DQ331966	II	0	1
YHR172W	DQ331983	II	1	1
YHR173C		III	1	1
YHR174W		II	1	1
YHR175W	DQ332146	II	1	1
YHR175W-A	EF058702	II	1	1
YHR176W	DQ332166	II	1	1
YHR177W	DQ331109	II	1	1
YHR178W		III	1	1
YHR179W	AY558286	II	1	1
YHR180W	AY558304	II	1	1
YHR181W	DQ331113	II	1	1
YHR182W	DQ332741	II	0	1
YHR183W	DQ332525	II	1	1
YHR184W	EF059404	II	1	1
YHR185C	DQ332561	II	0	1
YHR186C	EF059426	II	1	1
YHR187W	EF058788	II	0	1
YHR188C	DQ332837	II	0	1
YHR189W	DQ332841	II	0	1
YHR190W		III	1	1
YHR191C	AY558287	II	1	1
YHR192W		II	1	1
YHR193C	AY558288	II	1	1
YHR194W	EF058973	II	1	1
YHR195W	DQ332925	II	0	1
YHR196W	DQ332965	II	0	1
YHR197W	EF059063	II	1	1
YHR198C	AY558106	II	1	1
YHR199C	EF058310	II	1	1
YHR199C-A		III	1	1
YHR200W	AY558289	II	1	1
YHR201C	DQ332022	II	1	1
YHR202W	DQ331066	II	1	1
YHR203C		III	1	1
YHR204W	EF059221	II	1	1
YHR205W	EF059234	II	1	1
YHR206W	AY723828	II	0	1
YHR207C	DQ332378	II	1	1
YHR208W	AY558111	II	1	1
YHR209W	AY557767	II	1	1
YHR210C	AY558296	II	1	1
YHR211W	DQ331924	II	1	1
YHR213W-A	EF058732	II	1	1
YHR213W-B	DQ331427	II	1	1
YHR214C-D	DQ331403	II	1	1
YHR214C-E	EF058692	II	1	1
YHR215W		III	1	1
YHR216W	DQ332093	II	0	1
YHR218W		III	0	0
YHR219W		III	0	0
YIL177C		III	0	0
YIL176C		III	0	1
YIL172C	EF058567	II	1	1
YIL169C		III	0	1
YIL166C	AY723832	II	1	1
YIL165C	AY558540	II	1	1
YIL164C	AY558236	II	1	1
YIL163C		III	0	1
YIL162W	DQ332611	II	1	1
YIL161W	DQ331182	II	1	1
YIL160C	AY693184	II	1	1
YIL159W		III	0	1
YIL158W	DQ332805	II	1	1
YIL157C	EF058555	II	1	1
YIL156W-B		III	1	1
YIL156W	DQ331758	II	1	1
YIL155C	AY692867	II	0	1
YIL154C	DQ331600	II	0	1
YIL153W	DQ332871	II	0	1
YIL152W	DQ331255	II	0	1
YIL151C	DQ331244	II	0	1
YIL150C		II	1	1
YIL149C		III	0	1
YIL148W		III	1	1
YIL147C	DQ332026	II	1	1
YIL146C	AY692933	II	1	1
YIL145C	DQ331895	II	1	1
YIL144W	DQ331891	II	1	1
YIL143C	AY692883	II	0	1
YIL142W	AY723831	II	1	1
YIL140W	DQ331750	II	1	1
YIL139C		III	0	0
YIL138C	AY558235	II	1	1
YIL137C	DQ332775	II	1	1
YIL136W	AY692773	II	1	1
YIL135C	DQ332834	II	1	1
YIL134C-A	DQ331407	II	1	1
YIL134W	AY692757	II	1	1
YIL133C		III	1	1
YIL132C	DQ332546	II	1	1
YIL131C	EF059389	II	0	1
YIL130W		III	0	1
YIL129C		III	0	0
YIL128W		III	1	1
YIL127C	AY557768	II	1	1
YIL126W		III	1	0
YIL125W	EF059310	II	1	1
YIL124W	DQ332173	II	0	1
YIL123W		III	1	1
YIL122W	DQ332135	II	1	1
YIL121W	AY692735	II	1	1
YIL120W		III	1	0
YIL119C	AY558088	II	0	1
YIL118W	AY557857	II	0	1
YIL117C	AY558083	II	1	1
YIL116W		III	0	1
YIL115C		III	0	1
YIL114C	AY692875	II	1	1
YIL113W	DQ331741	II	1	1
YIL112W	DQ331303	II	1	1
YIL111W		III	1	1
YIL110W	AY558076	II	0	1
YIL109C	AY692888	II	0	1
YIL108W	AY692692	II	1	1
YIL107C	AY692819	II	1	1
YIL106W		III	1	1
YIL105W-A		III	1	1
YIL105C	DQ331220	II	1	1
YIL104C	DQ331453	II	0	1
YIL103W	DQ331206	II	1	1
YIL102C-A		III	0	1
YIL102C	DQ332757	II	1	1
YIL101C	EF059394	II	1	1
YIL099W		III	1	1
YIL098C	AY558072	II	1	1
YIL097W	AY692905	II	0	1
YIL096C		III	1	1
YIL095W	DQ331692	II	1	1
YIL094C	DQ332884	II	1	1
YIL093C	DQ331524	II	0	1
YIL092W		III	1	1
YIL091C		III	1	1
YIL090W	AY692643	II	0	1
YIL089W	DQ331029	II	1	1
YIL088C		III	1	1
YIL087C	AY558539	II	1	1
YIL085C		III	1	1
YIL084C	AY692879	II	1	1
YIL083C	DQ331306	II	1	1
YIL079C	DQ332214	II	0	1
YIL078W		II	1	1
YIL077C	DQ332734	II	1	1
YIL076W	DQ332189	II	1	1
YIL075C	DQ332041	II	1	1
YIL074C	DQ332025	II	1	1
YIL073C	DQ331904	II	0	1
YIL072W	DQ331899	II	1	1
YIL071C	DQ331877	II	0	1
YIL070C	AY557860	II	0	1
YIL068C	DQ331775	II	1	1
YIL067C	AY692668	II	1	1
YIL066C	DQ332881	II	1	1
YIL065C	AY557851	II	1	1
YIL064W	AY692665	II	0	1
YIL063C	AY557879	II	1	1
YIL062C	AY557850	II	1	1
YIL061C	AY558085	II	1	1
YIL060W	AY692629	II	1	1
YIL057C	AY558086	II	1	1
YIL056W	EF058420	II	1	1
YIL055C	DQ331122	II	1	1
YIL054W	AY558302	II	1	1
YIL053W	DQ332373	II	1	1
YIL052C		III	0	1
YIL051C	AY558301	II	1	1
YIL050W	DQ332156	II	1	1
YIL049W	DQ332235	II	1	1
YIL048W	DQ332221	II	1	1
YIL047C	DQ332007	II	1	1
YIL046W-A	EF058729	II	1	1
YIL046W	DQ331997	II	1	1
YIL045W	AY723830	II	1	1
YIL044C	DQ331875	II	1	1
YIL043C	EF059041	II	1	1
YIL042C	AY692706	II	1	1
YIL041W	DQ331309	II	1	1
YIL040W	EF058548	II	1	1
YIL039W	DQ332809	II	0	1
YIL038C	AY692897	II	1	1
YIL037C	EF058992	II	1	1
YIL036W	EF058991	II	0	1
YIL035C	AY558299	II	1	1
YIL034C	DQ331598	II	1	1
YIL033C	AY558087	II	1	1
YIL031W	DQ331463	II	0	1
YIL030C		III	1	1
YIL029C	AY692646	II	1	1
YIL027C	AY557848	II	0	1
YIL026C	EF059450	II	0	1
YIL024C	AY558553	II	1	1
YIL023C	EF058380	II	1	1
YIL022W	DQ333080	II	0	1
YIL021W	DQ332305	II	0	1
YIL020C	AY557859	II	0	1
YIL019W	AY558089	II	0	1
YIL018W		III	1	1
YIL017C	DQ332213	II	1	1
YIL016W	AY558552	II	1	1
YIL015W	DQ333038	II	0	1
YIL014C-A	EF058373	II	0	1
YIL014W	AY558107	II	1	1
YIL013C		III	0	1
YIL011W	DQ333003	II	1	1
YIL010W	AY558298	II	1	1
YIL009C-A		III	1	1
YIL009W	AY558110	II	0	1
YIL008W	AY558295	II	1	1
YIL007C	AY558294	II	1	1
YIL006W	DQ332462	II	1	1
YIL005W	AY723829	II	1	1
YIL004C		III	1	1
YIL003W	AY558297	II	0	1
YIL002W-A		III	1	1
YIL002C	EF058929	II	1	1
YIL001W	EF058539	II	1	1
YIR001C	DQ332620	II	1	1
YIR002C	EF059473	II	1	1
YIR003W	EF058654	II	0	1
YIR004W	AY557886	II	1	1
YIR005W	AY558081	II	1	1
YIR006C		III	0	1
YIR007W	DQ332791	II	1	1
YIR008C	AY692859	II	1	1
YIR009W	AY558237	II	1	1
YIR010W	EF058943	II	0	1
YIR011C	AY557878	II	0	1
YIR012W	EF059020	II	1	1
YIR013C	AY557847	II	1	0
YIR014W	AY692726	II	1	1
YIR015W	AY557849	II	1	1
YIR016W	EF058640	II	1	1
YIR017C	DQ332105	II	0	1
YIR018W	AY558238	II	1	1
YIR018C-A	DQ331422	II	1	1
YIR019C		III	1	1
YIR020C		III	0	1
YIR021W	DQ332283	II	1	1
YIR021W-A	EF058708	II	1	1
YIR022W	AY558239	II	1	1
YIR023W	DQ332358	II	0	1
YIR024C		III	1	1
YIR025W	EF059400	II	0	1
YIR026C	DQ333145	II	0	1
YIR027C	EF059424	II	1	1
YIR028W	DQ331459	II	1	1
YIR029W	DQ331466	II	1	1
YIR030C	AY692748	II	1	1
YIR031C	DQ331657	II	0	1
YIR032C	DQ331672	II	1	1
YIR033W	DQ331703	II	0	1
YIR034C	DQ333051	II	1	1
YIR035C	AY692591	II	1	1
YIR036C	AY558240	II	1	1
YIR037W	EF059362	II	1	1
YIR038C	EF059195	II	1	1
YIR039C	DQ332484	II	1	1
YIR041W	EF058383	II	1	1
YIR042C	EF058384	II	1	1
